forecast_origin,model,level,n_units,wape_3m,mae_3m,bias_3m,bias_ratio_3m,actual_sum_m2,forecast_sum_m2
2025-01-01,hurdle,BASE_SKU,769,0.6758716292641115,1164.2710231011524,-776093.1629046693,-0.5858651240279085,1324695.96,548602.7970953308
2025-01-01,behavior_gated,BASE_SKU,769,0.6762196911509657,1164.8706020027726,-776342.1667629454,-0.5860530946006247,1324695.96,548353.7932370547
2025-01-01,naive_1,BRANCH,42,0.4121798937168949,13000.310476190478,-523046.04000000004,-0.3948423304620028,1324695.96,801649.92
2025-01-01,seasonal_naive_12,BRANCH,42,0.8360023986183213,26367.83333333333,-1107397.2,-0.8359632953058904,1324695.96,217298.76
2025-01-01,moving_average_3,BRANCH,42,0.32359449484544367,10206.293333333333,-58294.299999999945,-0.04400579586579244,1324695.96,1266401.66
2025-01-01,croston_sba,BRANCH,42,0.8004738291791769,25247.248752366326,1054001.9807655013,0.7956557675057009,1324695.96,2378697.940765501
2025-01-01,tsb,BRANCH,42,0.687867958881435,21695.616812944838,902617.1823923149,0.6813768665772295,1324695.96,2227313.142392315
2025-01-01,lightgbm_tweedie,BRANCH,42,0.4405729928919174,13895.839613548374,-524216.5477053688,-0.39572593525941513,1324695.96,800479.4122946314
2025-01-01,hurdle,BRANCH,42,0.5864061090556708,18495.4715139373,-776093.1629046693,-0.5858651240279085,1324695.96,548602.7970953308
2025-01-01,behavior_gated,BRANCH,42,0.5868080477825363,18508.148814119348,-776342.1667629454,-0.5860530946006247,1324695.96,548353.7932370547
2025-01-01,naive_1,PORTFOLIO,1,0.39484233046200273,523046.0399999999,-523046.0399999999,-0.39484233046200273,1324695.96,801649.92
2025-01-01,seasonal_naive_12,PORTFOLIO,1,0.8359632953058904,1107397.2,-1107397.2,-0.8359632953058904,1324695.96,217298.76
2025-01-01,moving_average_3,PORTFOLIO,1,0.044005795865792514,58294.30000000005,-58294.30000000005,-0.044005795865792514,1324695.96,1266401.66
2025-01-01,croston_sba,PORTFOLIO,1,0.7956557675057008,1054001.980765501,1054001.980765501,0.7956557675057008,1324695.96,2378697.940765501
2025-01-01,tsb,PORTFOLIO,1,0.6813768665772295,902617.182392315,902617.182392315,0.6813768665772295,1324695.96,2227313.142392315
2025-01-01,lightgbm_tweedie,PORTFOLIO,1,0.3957259352594151,524216.5477053687,-524216.5477053687,-0.3957259352594151,1324695.96,800479.4122946312
